Date,Cash,CELG,CRM,ATTO,DFJ,EFA,SWPPX,OPGIX,TCEHY,BLCM,FOSL,IVV,MSI,NEE,WB,SNAP
1/11/2019,37790.29,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
1/14/2019,37790.29,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
1/15/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
1/16/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
1/17/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
1/18/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
1/21/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
1/22/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
1/23/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
1/24/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
1/25/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
1/28/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
1/29/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
1/30/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
1/31/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
2/1/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
2/4/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
2/5/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
2/6/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
2/7/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
2/8/2019,38009.17,335,195,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
2/11/2019,69459.19,335,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
2/12/2019,69459.19,335,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,0,0
2/13/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
2/14/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
2/15/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
2/18/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
2/19/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
2/20/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
2/21/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
2/22/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
2/25/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
2/26/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
2/27/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
2/28/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
3/1/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
3/4/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
3/5/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
3/6/2019,112646.86,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
3/7/2019,112649.79,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
3/8/2019,112649.79,0,0,1030,0,2900,12921.83,1379.5,1008,0,0,0,384,280,367,-4200
